"광역시",부산,348.1,344.1,347.7,345.0,353.3,360.8,361.4,368.7,376.3,403.3,454.6,411.8,400.3,398.8,380.7,379.1,398.7,473.9,442.4,439.6,453.8,469.8,409.9,350.6,378.2,390.4,388.3,414.2,439.4,431.7,450.9,457.7,448.1,415.9,421.0,395.4,415.0,407.8,437.4,422.0,421.2,414.7,398.2,413.3,419.4,445.8,456.8,456.1,501.5,515.8,501.1,517.3,511.8,500.6,508.6,507.5
"광역시",대구,332.1,317.9,328.1,331.1,336.8,359.0,354.2,363.3,371.2,377.4,402.7,396.3,384.0,376.0,350.8,349.5,368.6,404.2,422.8,418.4,430.2,441.8,437.6,389.6,363.6,380.0,382.7,399.1,399.6,381.9,397.4,399.6,406.2,404.2,399.0,394.6,395.4,386.6,385.3,396.3,393.4,387.1,400.6,396.8,387.7,399.4,405.1,402.8,410.7,419.2,412.8,421.5,434.5,431.7,427.2,426.6
"광역시",인천,346.5,339.5,340.5,342.4,341.4,348.8,353.3,361.2,371.5,384.3,402.0,396.4,406.5,408.9,376.8,366.2,379.0,402.8,382.2,389.6,393.3,391.1,425.5,465.9,446.9,437.7,431.7,431.4,446.8,481.4,545.1,560.7,545.1,524.1,519.9,505.0,493.5,497.6,517.3,515.2,504.9,492.5,496.7,496.7,485.6,483.8,500.1,488.4,504.2,517.8,496.3,504.2,507.1,500.6,510.9,502.8
"광역시",광주,276.0,267.3,271.5,270.8,270.8,287.7,286.8,296.0,297.3,295.9,308.0,310.2,317.0,303.8,295.6,289.7,296.9,319.3,321.6,327.3,335.5,373.1,382.4,345.1,306.7,321.6,312.0,318.0,336.9,348.9,358.6,390.2,402.2,399.1,375.5,375.4,355.3,340.3,367.9,372.2,357.2,362.1,335.2,352.6,343.5,342.5,344.6,360.5,368.8,382.1,381.4,381.8,385.6,396.0,395.5,392.0
"광역시",대전,291.7,282.8,286.8,297.2,301.9,313.1,322.7,328.2,332.8,339.0,349.6,349.1,341.3,342.2,335.0,315.8,357.1,406.4,373.3,394.1,389.6,410.6,434.3,422.5,418.5,415.1,395.9,402.3,417.0,426.7,450.5,449.0,454.4,454.9,438.7,410.5,422.5,425.5,406.9,415.3,404.0,402.0,399.8,385.1,401.6,391.6,402.1,398.3,422.8,434.5,414.7,423.5,421.4,444.4,453.9,433.6
"광역시",울산,286.0,278.7,283.0,284.8,291.0,307.3,307.5,318.3,323.2,338.6,331.2,329.3,330.5,329.7,320.8,306.7,333.9,379.7,362.1,335.6,349.2,386.6,381.0,330.9,313.2,307.6,304.2,323.7,350.6,347.0,359.8,365.8,363.2,358.3,351.9,339.6,358.5,348.6,349.1,358.1,359.4,334.6,319.8,332.8,330.6,331.6,366.0,370.6,386.4,397.9,399.6,390.9,408.5,411.1,413.0,397.0
"세종",소계,378.9,372.6,363.3,386.9,386.4,416.3,428.0,414.3,436.0,455.1,484.0,517.7,481.2,523.1,459.4,421.7,484.4,574.3,653.8,662.4,577.0,573.0,618.9,629.4,616.2,652.8,654.7,658.1,724.3,677.5,628.9,710.8,701.9,635.3,715.6,682.7,692.6,692.3,672.2,682.5,679.0,668.1,621.9,627.9,595.9,623.7,609.2,607.0,595.1,653.5,641.8,652.8,617.9,659.4,652.2,648.9
"도",경기,381.6,376.4,378.3,394.9,428.8,473.8,493.2,470.1,477.9,506.4,523.5,500.2,476.6,467.6,427.2,415.4,453.9,526.9,541.1,518.5,511.8,516.5,570.5,581.6,566.1,548.5,530.5,544.2,596.0,630.3,676.9,681.0,680.8,657.5,645.5,632.8,643.7,624.4,658.3,655.6,630.1,597.8,577.9,561.2,554.6,545.7,590.1,588.6,618.8,645.1,624.5,645.1,667.1,672.2,667.3,660.3
"도",강원,191.2,190.3,189.5,192.5,191.0,193.6,189.4,192.0,192.6,196.8,200.3,206.1,204.3,202.3,200.6,201.2,206.2,225.2,217.0,213.7,214.3,218.8,222.9,240.4,239.6,230.7,225.7,226.4,236.6,237.0,246.1,254.4,251.6,262.6,261.5,253.5,254.0,254.7,257.4,269.2,263.8,262.4,252.1,257.3,242.3,246.6,237.7,245.2,256.2,266.4,262.4,267.1,265.6,280.1,279.8,288.7
"도",충북,197.0,197.6,191.1,192.8,192.3,194.5,194.8,202.5,208.1,226.1,244.5,233.6,221.5,218.9,210.1,218.1,255.0,234.1,205.9,210.4,216.4,228.7,264.5,250.2,248.1,246.7,233.6,230.4,243.0,239.2,255.7,270.3,283.1,271.2,264.7,251.2,255.4,243.2,244.8,251.5,254.4,251.2,242.2,227.8,233.2,236.6,229.7,254.4,266.2,285.1,276.9,274.6,286.3,293.7,291.0,290.6
"도",충남,217.8,217.0,220.2,211.8,219.9,225.4,230.3,237.2,246.1,247.5,280.8,268.5,248.0,233.5,223.4,222.3,235.7,282.2,264.5,248.7,267.4,258.5,293.7,293.1,246.6,239.8,240.7,241.0,248.3,258.6,262.8,268.9,278.5,272.9,262.2,257.3,260.1,248.5,252.7,255.2,246.9,236.5,240.4,244.3,234.6,244.8,245.8,258.7,280.4,286.5,270.6,278.1,280.6,286.7,285.5,281.8
"도",전북,194.8,190.7,187.0,188.6,189.8,191.8,197.7,196.5,198.6,197.4,217.6,230.7,220.0,221.5,202.1,196.0,210.8,232.8,215.4,207.5,212.7,229.1,240.1,224.5,199.4,200.6,202.2,213.4,223.0,224.9,232.7,251.2,254.2,234.6,231.4,239.0,238.0,230.0,235.8,243.8,246.5,234.0,225.7,225.0,212.1,234.6,235.7,233.0,249.5,258.8,254.4,256.3,272.5,269.9,266.9,269.5
"도",전남,204.1,203.1,194.1,198.4,201.3,194.8,200.0,199.6,198.3,205.1,208.3,212.2,216.6,217.2,212.2,208.8,220.8,228.0,226.0,222.3,221.0,216.0,225.4,231.8,214.8,213.3,210.1,213.1,223.5,227.2,236.9,236.0,246.2,245.5,234.2,226.2,230.7,216.5,239.4,221.5,227.0,222.5,230.8,221.1,213.1,202.2,212.8,211.8,237.2,236.2,228.7,225.6,228.1,252.1,248.6,236.9
"도",경북,177.0,169.3,178.2,171.7,175.9,180.1,188.3,188.7,194.9,199.6,204.8,202.0,204.7,203.4,185.1,186.0,208.0,224.3,207.0,199.8,205.7,212.8,254.3,228.3,213.0,215.3,210.7,211.6,223.1,228.5,239.6,247.0,242.5,224.9,219.2,224.8,218.0,214.4,215.4,217.6,221.8,222.8,217.9,212.1,218.6,210.0,216.5,219.3,230.8,241.6,234.1,242.0,240.3,247.4,251.6,245.2
"도",경남,234.3,234.7,235.0,230.3,239.9,239.8,247.3,249.5,247.0,277.1,287.6,267.4,270.0,261.2,245.7,242.8,262.6,319.0,292.2,266.0,286.6,313.2,314.8,275.6,258.4,255.2,262.3,270.1,293.8,293.6,303.7,329.0,332.5,311.8,296.1,294.0,288.3,286.8,286.8,290.8,287.3,278.4,275.4,278.7,276.1,283.9,276.6,285.4,323.4,321.3,310.2,317.1,317.1,330.1,331.7,337.6
"도",제주,356.8,368.3,346.2,368.4,386.1,408.4,408.0,381.6,379.9,371.5,413.9,379.6,382.5,392.2,370.5,365.1,390.1,410.7,413.8,390.1,395.5,422.2,425.1,404.4,393.7,415.3,408.4,446.7,452.8,414.7,414.3,491.4,466.4,448.2,394.2,404.5,400.5,412.4,455.7,465.9,452.1,454.2,383.8,429.0,445.7,394.3,403.3,386.4,429.2,440.6,439.0,462.0,471.8,470.5,455.0,475.6
